id_fatura,id_cliente,id_assinatura,competencia,valor,pago,dias_atraso
F0025929,C00259,A00259,2025-06-01,149.9,True,6
F0025930,C00259,A00259,2025-07-01,149.9,True,4
F0025931,C00259,A00259,2025-08-01,149.9,True,7
F0026000,C00260,A00260,2023-01-01,149.9,True,0
F0026001,C00260,A00260,2023-02-01,149.9,True,1
F0026002,C00260,A00260,2023-03-01,149.9,True,0
F0026003,C00260,A00260,2023-04-01,149.9,True,3
F0026004,C00260,A00260,2023-05-01,149.9,True,1
F0026005,C00260,A00260,2023-06-01,149.9,True,0
F0026006,C00260,A00260,2023-07-01,149.9,True,0
F0026007,C00260,A00260,2023-08-01,149.9,True,2
F0026008,C00260,A00260,2023-09-01,149.9,True,0
F0026009,C00260,A00260,2023-10-01,149.9,True,7
F0026010,C00260,A00260,2023-11-01,149.9,True,0
F0026011,C00260,A00260,2023-12-01,149.9,True,11
F0026012,C00260,A00260,2024-01-01,149.9,True,2
F0026013,C00260,A00260,2024-02-01,149.9,True,3
F0026014,C00260,A00260,2024-03-01,149.9,True,8
F0026015,C00260,A00260,2024-04-01,149.9,True,0
F0026016,C00260,A00260,2024-05-01,149.9,True,2
F0026017,C00260,A00260,2024-06-01,149.9,True,0
F0026018,C00260,A00260,2024-07-01,149.9,True,0
F0026019,C00260,A00260,2024-08-01,149.9,True,0
F0026020,C00260,A00260,2024-09-01,149.9,True,4
F0026021,C00260,A00260,2024-10-01,149.9,True,8
F0026022,C00260,A00260,2024-11-01,149.9,True,0
F0026023,C00260,A00260,2024-12-01,149.9,True,0
F0026024,C00260,A00260,2025-01-01,149.9,True,0
F0026025,C00260,A00260,2025-02-01,149.9,True,0
F0026026,C00260,A00260,2025-03-01,149.9,True,0
F0026027,C00260,A00260,2025-04-01,149.9,True,0
F0026028,C00260,A00260,2025-05-01,149.9,True,6
F0026029,C00260,A00260,2025-06-01,149.9,True,2
F0026030,C00260,A00260,2025-07-01,149.9,True,4
F0026031,C00260,A00260,2025-08-01,149.9,True,0
F0026100,C00261,A00261,2023-01-01,149.9,True,13
F0026101,C00261,A00261,2023-02-01,149.9,True,6
F0026102,C00261,A00261,2023-03-01,149.9,True,7
F0026103,C00261,A00261,2023-04-01,149.9,True,10
F0026104,C00261,A00261,2023-05-01,149.9,True,9
F0026105,C00261,A00261,2023-06-01,149.9,True,5
F0026106,C00261,A00261,2023-07-01,149.9,True,10
F0026107,C00261,A00261,2023-08-01,149.9,True,8
F0026108,C00261,A00261,2023-09-01,149.9,True,5
F0026109,C00261,A00261,2023-10-01,149.9,True,6
F0026110,C00261,A00261,2023-11-01,149.9,True,10
F0026111,C00261,A00261,2023-12-01,149.9,True,10
F0026112,C00261,A00261,2024-01-01,149.9,False,17
F0026113,C00261,A00261,2024-02-01,149.9,True,13
F0026114,C00261,A00261,2024-03-01,149.9,True,8
F0026115,C00261,A00261,2024-04-01,149.9,True,6
F0026116,C00261,A00261,2024-05-01,149.9,True,8
F0026117,C00261,A00261,2024-06-01,149.9,True,10
F0026118,C00261,A00261,2024-07-01,149.9,True,8
F0026119,C00261,A00261,2024-08-01,149.9,True,8
F0026120,C00261,A00261,2024-09-01,149.9,True,4
F0026121,C00261,A00261,2024-10-01,149.9,True,9
F0026122,C00261,A00261,2024-11-01,149.9,True,18
F0026123,C00261,A00261,2024-12-01,149.9,True,10
F0026124,C00261,A00261,2025-01-01,149.9,True,14
F0026125,C00261,A00261,2025-02-01,149.9,False,22
F0026126,C00261,A00261,2025-03-01,149.9,True,7
F0026127,C00261,A00261,2025-04-01,149.9,True,3
F0026128,C00261,A00261,2025-05-01,149.9,True,2
F0026129,C00261,A00261,2025-06-01,149.9,True,7
F0026130,C00261,A00261,2025-07-01,149.9,True,16
F0026131,C00261,A00261,2025-08-01,149.9,True,17
F0026200,C00262,A00262,2023-01-01,149.9,True,2
F0026201,C00262,A00262,2023-02-01,149.9,True,0
F0026202,C00262,A00262,2023-03-01,149.9,False,0
F0026203,C00262,A00262,2023-04-01,149.9,True,0
F0026204,C00262,A00262,2023-05-01,149.9,True,0
F0026205,C00262,A00262,2023-06-01,149.9,True,10
F0026206,C00262,A00262,2023-07-01,149.9,True,2
F0026207,C00262,A00262,2023-08-01,149.9,True,1
F0026208,C00262,A00262,2023-09-01,149.9,True,0
F0026209,C00262,A00262,2023-10-01,149.9,True,0
F0026210,C00262,A00262,2023-11-01,149.9,True,5
F0026211,C00262,A00262,2023-12-01,149.9,True,0
F0026212,C00262,A00262,2024-01-01,149.9,True,0
F0026213,C00262,A00262,2024-02-01,149.9,True,0
F0026214,C00262,A00262,2024-03-01,149.9,True,8
F0026215,C00262,A00262,2024-04-01,149.9,True,0
F0026216,C00262,A00262,2024-05-01,149.9,True,0
F0026217,C00262,A00262,2024-06-01,149.9,True,0
F0026218,C00262,A00262,2024-07-01,149.9,True,4
F0026219,C00262,A00262,2024-08-01,149.9,True,1
F0026220,C00262,A00262,2024-09-01,149.9,True,0
F0026221,C00262,A00262,2024-10-01,149.9,True,8
F0026222,C00262,A00262,2024-11-01,149.9,True,7
F0026223,C00262,A00262,2024-12-01,149.9,True,2
F0026224,C00262,A00262,2025-01-01,149.9,True,0
F0026225,C00262,A00262,2025-02-01,149.9,True,0
F0026226,C00262,A00262,2025-03-01,149.9,True,0
F0026227,C00262,A00262,2025-04-01,149.9,True,0
F0026228,C00262,A00262,2025-05-01,149.9,True,2
F0026229,C00262,A00262,2025-06-01,149.9,True,0
F0026230,C00262,A00262,2025-07-01,149.9,True,0
F0026231,C00262,A00262,2025-08-01,149.9,True,0
F0026300,C00263,A00263,2023-01-01,49.9,True,15
F0026301,C00263,A00263,2023-02-01,49.9,True,15
F0026302,C00263,A00263,2023-03-01,49.9,True,10
F0026303,C00263,A00263,2023-04-01,49.9,True,0
F0026304,C00263,A00263,2023-05-01,49.9,True,5
F0026305,C00263,A00263,2023-06-01,49.9,True,0
F0026306,C00263,A00263,2023-07-01,49.9,True,2
F0026307,C00263,A00263,2023-08-01,49.9,True,5
F0026308,C00263,A00263,2023-09-01,49.9,True,7
F0026309,C00263,A00263,2023-10-01,49.9,False,0
F0026310,C00263,A00263,2023-11-01,49.9,True,3
F0026311,C00263,A00263,2023-12-01,49.9,True,1
F0026312,C00263,A00263,2024-01-01,49.9,True,3
F0026313,C00263,A00263,2024-02-01,49.9,True,7
F0026314,C00263,A00263,2024-03-01,49.9,True,0
F0026315,C00263,A00263,2024-04-01,49.9,True,11
F0026316,C00263,A00263,2024-05-01,49.9,True,4
F0026317,C00263,A00263,2024-06-01,49.9,True,0
F0026318,C00263,A00263,2024-07-01,49.9,True,5
F0026319,C00263,A00263,2024-08-01,49.9,True,1
F0026320,C00263,A00263,2024-09-01,49.9,True,2
F0026321,C00263,A00263,2024-10-01,49.9,True,12
F0026322,C00263,A00263,2024-11-01,49.9,True,0
F0026323,C00263,A00263,2024-12-01,49.9,True,7
F0026324,C00263,A00263,2025-01-01,49.9,False,5
F0026325,C00263,A00263,2025-02-01,49.9,True,11
F0026326,C00263,A00263,2025-03-01,49.9,True,0
F0026327,C00263,A00263,2025-04-01,49.9,True,0
F0026328,C00263,A00263,2025-05-01,49.9,True,0
F0026329,C00263,A00263,2025-06-01,49.9,True,10
F0026330,C00263,A00263,2025-07-01,49.9,True,8
F0026331,C00263,A00263,2025-08-01,49.9,True,1
F0026400,C00264,A00264,2023-01-01,89.9,True,12
F0026401,C00264,A00264,2023-02-01,89.9,True,4
F0026402,C00264,A00264,2023-03-01,89.9,True,3
F0026403,C00264,A00264,2023-04-01,89.9,True,5
F0026404,C00264,A00264,2023-05-01,89.9,True,15
F0026405,C00264,A00264,2023-06-01,89.9,True,4
F0026406,C00264,A00264,2023-07-01,89.9,True,6
F0026407,C00264,A00264,2023-08-01,89.9,True,9
F0026408,C00264,A00264,2023-09-01,89.9,True,7
F0026409,C00264,A00264,2023-10-01,89.9,True,3
F0026410,C00264,A00264,2023-11-01,89.9,True,10
F0026411,C00264,A00264,2023-12-01,89.9,True,3
F0026412,C00264,A00264,2024-01-01,89.9,True,3
F0026413,C00264,A00264,2024-02-01,89.9,True,4
F0026414,C00264,A00264,2024-03-01,89.9,True,16
F0026415,C00264,A00264,2024-04-01,89.9,True,5
F0026416,C00264,A00264,2024-05-01,89.9,True,12
F0026417,C00264,A00264,2024-06-01,89.9,True,11
F0026418,C00264,A00264,2024-07-01,89.9,True,2
F0026419,C00264,A00264,2024-08-01,89.9,True,0
F0026420,C00264,A00264,2024-09-01,89.9,True,9
F0026421,C00264,A00264,2024-10-01,89.9,True,7
F0026422,C00264,A00264,2024-11-01,89.9,True,5
F0026423,C00264,A00264,2024-12-01,89.9,True,10
F0026424,C00264,A00264,2025-01-01,89.9,True,2
F0026425,C00264,A00264,2025-02-01,89.9,True,0
F0026426,C00264,A00264,2025-03-01,89.9,True,6
F0026427,C00264,A00264,2025-04-01,89.9,True,3
F0026428,C00264,A00264,2025-05-01,89.9,True,12
F0026429,C00264,A00264,2025-06-01,89.9,True,6
F0026430,C00264,A00264,2025-07-01,89.9,True,4
F0026431,C00264,A00264,2025-08-01,89.9,True,2
F0026500,C00265,A00265,2023-01-01,299.9,True,6
F0026501,C00265,A00265,2023-02-01,299.9,True,0
F0026502,C00265,A00265,2023-03-01,299.9,True,0
F0026503,C00265,A00265,2023-04-01,299.9,True,0
F0026504,C00265,A00265,2023-05-01,299.9,False,0
F0026505,C00265,A00265,2023-06-01,299.9,True,0
F0026506,C00265,A00265,2023-07-01,299.9,True,0
F0026507,C00265,A00265,2023-08-01,299.9,True,0
F0026508,C00265,A00265,2023-09-01,299.9,True,0
F0026509,C00265,A00265,2023-10-01,299.9,True,3
F0026510,C00265,A00265,2023-11-01,299.9,False,0
F0026511,C00265,A00265,2023-12-01,299.9,True,0
F0026512,C00265,A00265,2024-01-01,299.9,True,5
F0026513,C00265,A00265,2024-02-01,299.9,True,0
F0026514,C00265,A00265,2024-03-01,299.9,True,0
F0026515,C00265,A00265,2024-04-01,299.9,True,7
F0026516,C00265,A00265,2024-05-01,299.9,True,0
F0026517,C00265,A00265,2024-06-01,299.9,True,0
F0026518,C00265,A00265,2024-07-01,299.9,True,0
F0026519,C00265,A00265,2024-08-01,299.9,True,0
F0026520,C00265,A00265,2024-09-01,299.9,True,0
F0026521,C00265,A00265,2024-10-01,299.9,True,3
F0026522,C00265,A00265,2024-11-01,299.9,True,0
F0026523,C00265,A00265,2024-12-01,299.9,True,4
F0026524,C00265,A00265,2025-01-01,299.9,True,0
F0026525,C00265,A00265,2025-02-01,299.9,True,0
F0026526,C00265,A00265,2025-03-01,299.9,True,1
F0026527,C00265,A00265,2025-04-01,299.9,True,1
F0026528,C00265,A00265,2025-05-01,299.9,True,0
F0026529,C00265,A00265,2025-06-01,299.9,False,0
F0026530,C00265,A00265,2025-07-01,299.9,True,0
F0026531,C00265,A00265,2025-08-01,299.9,True,0
F0026600,C00266,A00266,2023-01-01,89.9,True,11
F0026601,C00266,A00266,2023-02-01,89.9,True,0
F0026602,C00266,A00266,2023-03-01,89.9,True,7
F0026603,C00266,A00266,2023-04-01,89.9,True,0
F0026604,C00266,A00266,2023-05-01,89.9,True,9
F0026605,C00266,A00266,2023-06-01,89.9,True,1
F0026606,C00266,A00266,2023-07-01,89.9,True,0
F0026607,C00266,A00266,2023-08-01,89.9,True,0
F0026608,C00266,A00266,2023-09-01,89.9,True,0
F0026609,C00266,A00266,2023-10-01,89.9,True,3
F0026610,C00266,A00266,2023-11-01,89.9,True,6
F0026611,C00266,A00266,2023-12-01,89.9,True,3
F0026612,C00266,A00266,2024-01-01,89.9,True,11
F0026613,C00266,A00266,2024-02-01,89.9,True,0
F0026614,C00266,A00266,2024-03-01,89.9,True,5
F0026615,C00266,A00266,2024-04-01,89.9,True,0
F0026616,C00266,A00266,2024-05-01,89.9,True,5
F0026617,C00266,A00266,2024-06-01,89.9,True,8
F0026618,C00266,A00266,2024-07-01,89.9,True,4
F0026619,C00266,A00266,2024-08-01,89.9,True,5
F0026620,C00266,A00266,2024-09-01,89.9,True,0
F0026621,C00266,A00266,2024-10-01,89.9,True,2
F0026622,C00266,A00266,2024-11-01,89.9,True,4
F0026623,C00266,A00266,2024-12-01,89.9,True,1
F0026624,C00266,A00266,2025-01-01,89.9,True,7
F0026625,C00266,A00266,2025-02-01,89.9,True,0
F0026626,C00266,A00266,2025-03-01,89.9,True,4
F0026627,C00266,A00266,2025-04-01,89.9,True,5
F0026628,C00266,A00266,2025-05-01,89.9,True,4
F0026629,C00266,A00266,2025-06-01,89.9,True,7
F0026700,C00267,A00267,2023-01-01,89.9,True,0
F0026701,C00267,A00267,2023-02-01,89.9,True,0
F0026702,C00267,A00267,2023-03-01,89.9,True,5
F0026703,C00267,A00267,2023-04-01,89.9,True,0
F0026704,C00267,A00267,2023-05-01,89.9,False,0
F0026705,C00267,A00267,2023-06-01,89.9,True,0
F0026706,C00267,A00267,2023-07-01,89.9,True,3
F0026707,C00267,A00267,2023-08-01,89.9,True,0
F0026708,C00267,A00267,2023-09-01,89.9,True,0
F0026709,C00267,A00267,2023-10-01,89.9,True,13
F0026710,C00267,A00267,2023-11-01,89.9,True,0
F0026711,C00267,A00267,2023-12-01,89.9,True,5
F0026712,C00267,A00267,2024-01-01,89.9,False,0
F0026713,C00267,A00267,2024-02-01,89.9,True,1
F0026714,C00267,A00267,2024-03-01,89.9,False,0
F0026715,C00267,A00267,2024-04-01,89.9,True,0
F0026716,C00267,A00267,2024-05-01,89.9,True,3
F0026717,C00267,A00267,2024-06-01,89.9,True,1
F0026718,C00267,A00267,2024-07-01,89.9,True,0
F0026719,C00267,A00267,2024-08-01,89.9,True,8
F0026720,C00267,A00267,2024-09-01,89.9,True,2
F0026721,C00267,A00267,2024-10-01,89.9,True,3
F0026722,C00267,A00267,2024-11-01,89.9,True,5
F0026723,C00267,A00267,2024-12-01,89.9,True,0
F0026724,C00267,A00267,2025-01-01,89.9,True,0
F0026725,C00267,A00267,2025-02-01,89.9,True,0
F0026726,C00267,A00267,2025-03-01,89.9,True,0
F0026727,C00267,A00267,2025-04-01,89.9,True,0
F0026728,C00267,A00267,2025-05-01,89.9,True,0
F0026729,C00267,A00267,2025-06-01,89.9,True,0
F0026730,C00267,A00267,2025-07-01,89.9,True,0
F0026731,C00267,A00267,2025-08-01,89.9,True,0
F0026800,C00268,A00268,2023-01-01,49.9,True,7
F0026801,C00268,A00268,2023-02-01,49.9,True,6
F0026802,C00268,A00268,2023-03-01,49.9,True,11
F0026803,C00268,A00268,2023-04-01,49.9,True,0
F0026804,C00268,A00268,2023-05-01,49.9,True,5
F0026805,C00268,A00268,2023-06-01,49.9,True,11
F0026806,C00268,A00268,2023-07-01,49.9,False,6
F0026807,C00268,A00268,2023-08-01,49.9,True,2
F0026808,C00268,A00268,2023-09-01,49.9,True,1
F0026809,C00268,A00268,2023-10-01,49.9,True,10
F0026810,C00268,A00268,2023-11-01,49.9,True,6
F0026811,C00268,A00268,2023-12-01,49.9,True,9
F0026812,C00268,A00268,2024-01-01,49.9,True,7
F0026900,C00269,A00269,2023-01-01,49.9,True,14
F0026901,C00269,A00269,2023-02-01,49.9,True,13
F0026902,C00269,A00269,2023-03-01,49.9,False,19
F0026903,C00269,A00269,2023-04-01,49.9,True,12
F0026904,C00269,A00269,2023-05-01,49.9,True,10
F0026905,C00269,A00269,2023-06-01,49.9,True,12
F0026906,C00269,A00269,2023-07-01,49.9,False,20
F0026907,C00269,A00269,2023-08-01,49.9,False,11
F0026908,C00269,A00269,2023-09-01,49.9,True,3
F0026909,C00269,A00269,2023-10-01,49.9,False,22
F0026910,C00269,A00269,2023-11-01,49.9,True,12
F0026911,C00269,A00269,2023-12-01,49.9,True,12
F0026912,C00269,A00269,2024-01-01,49.9,True,8
F0026913,C00269,A00269,2024-02-01,49.9,True,9
F0026914,C00269,A00269,2024-03-01,49.9,True,13
F0026915,C00269,A00269,2024-04-01,49.9,True,11
F0026916,C00269,A00269,2024-05-01,49.9,True,7
F0026917,C00269,A00269,2024-06-01,49.9,True,13
F0026918,C00269,A00269,2024-07-01,49.9,True,14
F0026919,C00269,A00269,2024-08-01,49.9,True,14
F0026920,C00269,A00269,2024-09-01,49.9,False,20
F0026921,C00269,A00269,2024-10-01,49.9,False,20
F0026922,C00269,A00269,2024-11-01,49.9,True,3
F0026923,C00269,A00269,2024-12-01,49.9,True,14
F0026924,C00269,A00269,2025-01-01,49.9,True,16
F0026925,C00269,A00269,2025-02-01,49.9,True,17
F0026926,C00269,A00269,2025-03-01,49.9,True,8
F0026927,C00269,A00269,2025-04-01,49.9,True,17
F0026928,C00269,A00269,2025-05-01,49.9,True,8
F0026929,C00269,A00269,2025-06-01,49.9,True,5
F0026930,C00269,A00269,2025-07-01,49.9,True,6
F0026931,C00269,A00269,2025-08-01,49.9,True,10
F0027000,C00270,A00270,2023-01-01,89.9,True,3
F0027001,C00270,A00270,2023-02-01,89.9,True,0
F0027002,C00270,A00270,2023-03-01,89.9,True,0
F0027003,C00270,A00270,2023-04-01,89.9,True,0
F0027004,C00270,A00270,2023-05-01,89.9,True,0
F0027005,C00270,A00270,2023-06-01,89.9,True,0
F0027006,C00270,A00270,2023-07-01,89.9,True,0
F0027007,C00270,A00270,2023-08-01,89.9,True,4
F0027008,C00270,A00270,2023-09-01,89.9,True,0
F0027009,C00270,A00270,2023-10-01,89.9,True,6
F0027010,C00270,A00270,2023-11-01,89.9,True,7
F0027011,C00270,A00270,2023-12-01,89.9,True,1
F0027012,C00270,A00270,2024-01-01,89.9,True,0
F0027013,C00270,A00270,2024-02-01,89.9,True,0
F0027014,C00270,A00270,2024-03-01,89.9,True,2
F0027015,C00270,A00270,2024-04-01,89.9,True,0
F0027016,C00270,A00270,2024-05-01,89.9,True,4
F0027017,C00270,A00270,2024-06-01,89.9,True,0
F0027018,C00270,A00270,2024-07-01,89.9,True,3
F0027019,C00270,A00270,2024-08-01,89.9,True,13
F0027020,C00270,A00270,2024-09-01,89.9,True,0
F0027021,C00270,A00270,2024-10-01,89.9,False,2
F0027022,C00270,A00270,2024-11-01,89.9,True,1
F0027023,C00270,A00270,2024-12-01,89.9,True,6
F0027024,C00270,A00270,2025-01-01,89.9,True,0
F0027025,C00270,A00270,2025-02-01,89.9,True,0
F0027026,C00270,A00270,2025-03-01,89.9,False,0
F0027027,C00270,A00270,2025-04-01,89.9,True,0
F0027028,C00270,A00270,2025-05-01,89.9,True,0
F0027029,C00270,A00270,2025-06-01,89.9,True,0
F0027030,C00270,A00270,2025-07-01,89.9,True,2
F0027031,C00270,A00270,2025-08-01,89.9,True,4
F0027100,C00271,A00271,2023-01-01,89.9,True,16
F0027101,C00271,A00271,2023-02-01,89.9,True,8
F0027102,C00271,A00271,2023-03-01,89.9,True,19
F0027103,C00271,A00271,2023-04-01,89.9,True,12
F0027104,C00271,A00271,2023-05-01,89.9,True,12
F0027105,C00271,A00271,2023-06-01,89.9,True,13
F0027106,C00271,A00271,2023-07-01,89.9,True,10
F0027107,C00271,A00271,2023-08-01,89.9,True,15
F0027108,C00271,A00271,2023-09-01,89.9,True,12
F0027109,C00271,A00271,2023-10-01,89.9,True,6
F0027110,C00271,A00271,2023-11-01,89.9,True,16
F0027111,C00271,A00271,2023-12-01,89.9,True,11
F0027112,C00271,A00271,2024-01-01,89.9,False,22
F0027113,C00271,A00271,2024-02-01,89.9,True,17
F0027114,C00271,A00271,2024-03-01,89.9,True,11
F0027115,C00271,A00271,2024-04-01,89.9,True,14
F0027116,C00271,A00271,2024-05-01,89.9,True,12
F0027117,C00271,A00271,2024-06-01,89.9,True,10
F0027118,C00271,A00271,2024-07-01,89.9,True,17
F0027119,C00271,A00271,2024-08-01,89.9,True,10
F0027120,C00271,A00271,2024-09-01,89.9,True,9
F0027121,C00271,A00271,2024-10-01,89.9,True,19
F0027122,C00271,A00271,2024-11-01,89.9,True,18
F0027123,C00271,A00271,2024-12-01,89.9,True,17
F0027124,C00271,A00271,2025-01-01,89.9,True,11
F0027125,C00271,A00271,2025-02-01,89.9,False,22
F0027126,C00271,A00271,2025-03-01,89.9,True,19
F0027127,C00271,A00271,2025-04-01,89.9,False,20
F0027128,C00271,A00271,2025-05-01,89.9,True,9
F0027129,C00271,A00271,2025-06-01,89.9,True,7
F0027130,C00271,A00271,2025-07-01,89.9,True,13
F0027131,C00271,A00271,2025-08-01,89.9,True,13
F0027200,C00272,A00272,2023-01-01,49.9,True,8
F0027201,C00272,A00272,2023-02-01,49.9,False,20
F0027202,C00272,A00272,2023-03-01,49.9,True,10
F0027203,C00272,A00272,2023-04-01,49.9,True,0
F0027204,C00272,A00272,2023-05-01,49.9,True,15
F0027205,C00272,A00272,2023-06-01,49.9,True,8
F0027206,C00272,A00272,2023-07-01,49.9,True,9
F0027207,C00272,A00272,2023-08-01,49.9,False,20
F0027208,C00272,A00272,2023-09-01,49.9,True,18
F0027209,C00272,A00272,2023-10-01,49.9,True,9
F0027210,C00272,A00272,2023-11-01,49.9,True,18
F0027211,C00272,A00272,2023-12-01,49.9,True,15
F0027212,C00272,A00272,2024-01-01,49.9,False,26
F0027213,C00272,A00272,2024-02-01,49.9,True,11
F0027214,C00272,A00272,2024-03-01,49.9,False,10
F0027215,C00272,A00272,2024-04-01,49.9,True,17
F0027216,C00272,A00272,2024-05-01,49.9,True,12
F0027217,C00272,A00272,2024-06-01,49.9,True,10
F0027218,C00272,A00272,2024-07-01,49.9,True,6
F0027219,C00272,A00272,2024-08-01,49.9,True,12
F0027220,C00272,A00272,2024-09-01,49.9,True,15
F0027221,C00272,A00272,2024-10-01,49.9,True,11
F0027222,C00272,A00272,2024-11-01,49.9,True,13
F0027223,C00272,A00272,2024-12-01,49.9,True,19
F0027224,C00272,A00272,2025-01-01,49.9,True,9
F0027225,C00272,A00272,2025-02-01,49.9,True,11
F0027300,C00273,A00273,2023-01-01,49.9,False,1
F0027301,C00273,A00273,2023-02-01,49.9,True,0
F0027302,C00273,A00273,2023-03-01,49.9,True,0
F0027303,C00273,A00273,2023-04-01,49.9,True,3
F0027304,C00273,A00273,2023-05-01,49.9,True,4
F0027305,C00273,A00273,2023-06-01,49.9,False,0
F0027306,C00273,A00273,2023-07-01,49.9,True,4
F0027307,C00273,A00273,2023-08-01,49.9,True,2
F0027308,C00273,A00273,2023-09-01,49.9,True,1
F0027309,C00273,A00273,2023-10-01,49.9,True,0
F0027310,C00273,A00273,2023-11-01,49.9,True,4
F0027311,C00273,A00273,2023-12-01,49.9,True,0
F0027312,C00273,A00273,2024-01-01,49.9,True,0
F0027313,C00273,A00273,2024-02-01,49.9,True,0
F0027314,C00273,A00273,2024-03-01,49.9,False,0
F0027315,C00273,A00273,2024-04-01,49.9,True,0
F0027316,C00273,A00273,2024-05-01,49.9,True,0
F0027317,C00273,A00273,2024-06-01,49.9,True,0
F0027318,C00273,A00273,2024-07-01,49.9,True,2
F0027319,C00273,A00273,2024-08-01,49.9,True,0
F0027320,C00273,A00273,2024-09-01,49.9,True,0
F0027321,C00273,A00273,2024-10-01,49.9,True,0
F0027322,C00273,A00273,2024-11-01,49.9,True,1
F0027323,C00273,A00273,2024-12-01,49.9,True,0
F0027324,C00273,A00273,2025-01-01,49.9,True,0
F0027325,C00273,A00273,2025-02-01,49.9,True,0
F0027326,C00273,A00273,2025-03-01,49.9,True,1
F0027327,C00273,A00273,2025-04-01,49.9,True,4
F0027328,C00273,A00273,2025-05-01,49.9,True,2
F0027329,C00273,A00273,2025-06-01,49.9,True,8
F0027330,C00273,A00273,2025-07-01,49.9,True,0
F0027331,C00273,A00273,2025-08-01,49.9,False,1
F0027400,C00274,A00274,2023-01-01,149.9,True,8
F0027401,C00274,A00274,2023-02-01,149.9,True,9
F0027402,C00274,A00274,2023-03-01,149.9,True,12
F0027403,C00274,A00274,2023-04-01,149.9,True,12
F0027404,C00274,A00274,2023-05-01,149.9,True,5
F0027405,C00274,A00274,2023-06-01,149.9,True,19
F0027406,C00274,A00274,2023-07-01,149.9,True,19
F0027407,C00274,A00274,2023-08-01,149.9,True,9
F0027408,C00274,A00274,2023-09-01,149.9,True,0
F0027409,C00274,A00274,2023-10-01,149.9,True,4
F0027410,C00274,A00274,2023-11-01,149.9,True,9
F0027411,C00274,A00274,2023-12-01,149.9,True,1
F0027412,C00274,A00274,2024-01-01,149.9,True,8
F0027413,C00274,A00274,2024-02-01,149.9,True,2
F0027414,C00274,A00274,2024-03-01,149.9,True,12
F0027415,C00274,A00274,2024-04-01,149.9,True,4
F0027416,C00274,A00274,2024-05-01,149.9,True,13
F0027417,C00274,A00274,2024-06-01,149.9,True,12
F0027418,C00274,A00274,2024-07-01,149.9,True,4
F0027419,C00274,A00274,2024-08-01,149.9,True,17
F0027420,C00274,A00274,2024-09-01,149.9,True,4
F0027421,C00274,A00274,2024-10-01,149.9,True,10
F0027422,C00274,A00274,2024-11-01,149.9,True,13
F0027423,C00274,A00274,2024-12-01,149.9,True,11
F0027424,C00274,A00274,2025-01-01,149.9,True,14
F0027425,C00274,A00274,2025-02-01,149.9,True,5
F0027426,C00274,A00274,2025-03-01,149.9,True,12
F0027427,C00274,A00274,2025-04-01,149.9,True,16
F0027428,C00274,A00274,2025-05-01,149.9,True,8
F0027429,C00274,A00274,2025-06-01,149.9,True,8
F0027430,C00274,A00274,2025-07-01,149.9,True,6
F0027500,C00275,A00275,2023-01-01,149.9,True,0
F0027501,C00275,A00275,2023-02-01,149.9,True,8
F0027502,C00275,A00275,2023-03-01,149.9,True,0
F0027503,C00275,A00275,2023-04-01,149.9,True,0
F0027504,C00275,A00275,2023-05-01,149.9,False,2
F0027505,C00275,A00275,2023-06-01,149.9,True,10
F0027506,C00275,A00275,2023-07-01,149.9,True,3
F0027507,C00275,A00275,2023-08-01,149.9,True,1
F0027508,C00275,A00275,2023-09-01,149.9,True,0
F0027509,C00275,A00275,2023-10-01,149.9,True,0
F0027510,C00275,A00275,2023-11-01,149.9,True,6
F0027511,C00275,A00275,2023-12-01,149.9,True,0
F0027512,C00275,A00275,2024-01-01,149.9,True,0
F0027513,C00275,A00275,2024-02-01,149.9,True,3
F0027514,C00275,A00275,2024-03-01,149.9,True,2
F0027515,C00275,A00275,2024-04-01,149.9,True,0
F0027516,C00275,A00275,2024-05-01,149.9,True,3
F0027517,C00275,A00275,2024-06-01,149.9,True,0
F0027518,C00275,A00275,2024-07-01,149.9,True,0
F0027519,C00275,A00275,2024-08-01,149.9,False,9
F0027520,C00275,A00275,2024-09-01,149.9,True,7
F0027521,C00275,A00275,2024-10-01,149.9,True,2
F0027522,C00275,A00275,2024-11-01,149.9,True,14
F0027523,C00275,A00275,2024-12-01,149.9,False,0
F0027524,C00275,A00275,2025-01-01,149.9,False,10
F0027525,C00275,A00275,2025-02-01,149.9,True,0
F0027526,C00275,A00275,2025-03-01,149.9,True,5
F0027527,C00275,A00275,2025-04-01,149.9,True,0
F0027528,C00275,A00275,2025-05-01,149.9,True,5
F0027529,C00275,A00275,2025-06-01,149.9,True,2
F0027530,C00275,A00275,2025-07-01,149.9,True,0
F0027531,C00275,A00275,2025-08-01,149.9,True,3
F0027600,C00276,A00276,2023-01-01,89.9,True,14
F0027601,C00276,A00276,2023-02-01,89.9,True,7
F0027602,C00276,A00276,2023-03-01,89.9,True,13
F0027603,C00276,A00276,2023-04-01,89.9,True,10
F0027604,C00276,A00276,2023-05-01,89.9,True,11
F0027605,C00276,A00276,2023-06-01,89.9,True,4
F0027606,C00276,A00276,2023-07-01,89.9,True,7
F0027607,C00276,A00276,2023-08-01,89.9,True,14
F0027608,C00276,A00276,2023-09-01,89.9,True,12
F0027609,C00276,A00276,2023-10-01,89.9,True,6
F0027610,C00276,A00276,2023-11-01,89.9,True,4
