id_uso,id_cliente,competencia,logins_mes,horas_uso,funcionalidades_usadas
U0020628,C00206,2025-05-01,5,16.1,14
U0020629,C00206,2025-06-01,4,17.7,6
U0020630,C00206,2025-07-01,9,23.1,6
U0020631,C00206,2025-08-01,16,18.3,8
U0020700,C00207,2023-01-01,25,22.6,15
U0020701,C00207,2023-02-01,17,19.9,17
U0020702,C00207,2023-03-01,23,31.5,15
U0020703,C00207,2023-04-01,20,33.5,15
U0020704,C00207,2023-05-01,15,36.1,11
U0020705,C00207,2023-06-01,17,20.9,14
U0020706,C00207,2023-07-01,11,30.5,12
U0020707,C00207,2023-08-01,22,20.6,15
U0020708,C00207,2023-09-01,21,35.6,11
U0020709,C00207,2023-10-01,15,26.1,14
U0020710,C00207,2023-11-01,20,20.5,15
U0020711,C00207,2023-12-01,22,24.5,14
U0020712,C00207,2024-01-01,22,36.5,15
U0020713,C00207,2024-02-01,13,22.2,13
U0020714,C00207,2024-03-01,15,35.3,14
U0020715,C00207,2024-04-01,10,33.3,14
U0020716,C00207,2024-05-01,16,29.3,18
U0020717,C00207,2024-06-01,17,27.2,14
U0020718,C00207,2024-07-01,14,29.5,15
U0020719,C00207,2024-08-01,17,30.3,15
U0020720,C00207,2024-09-01,27,20.1,12
U0020721,C00207,2024-10-01,23,33.6,13
U0020722,C00207,2024-11-01,13,20.7,12
U0020723,C00207,2024-12-01,18,32.3,14
U0020724,C00207,2025-01-01,15,26.7,16
U0020725,C00207,2025-02-01,19,31.5,14
U0020726,C00207,2025-03-01,11,34.6,14
U0020727,C00207,2025-04-01,22,25.8,12
U0020728,C00207,2025-05-01,19,24.5,15
U0020729,C00207,2025-06-01,13,26.4,14
U0020730,C00207,2025-07-01,16,33.9,16
U0020731,C00207,2025-08-01,18,28.1,18
U0020800,C00208,2023-01-01,16,34.5,16
U0020801,C00208,2023-02-01,18,26.6,10
U0020802,C00208,2023-03-01,23,23.2,13
U0020803,C00208,2023-04-01,15,32.3,15
U0020804,C00208,2023-05-01,18,21.9,15
U0020805,C00208,2023-06-01,25,25.4,12
U0020806,C00208,2023-07-01,23,21.7,13
U0020807,C00208,2023-08-01,19,29.1,15
U0020808,C00208,2023-09-01,24,21.2,15
U0020809,C00208,2023-10-01,13,20.8,13
U0020810,C00208,2023-11-01,14,23.3,11
U0020811,C00208,2023-12-01,18,32.1,16
U0020812,C00208,2024-01-01,17,28.6,13
U0020813,C00208,2024-02-01,17,25.1,11
U0020814,C00208,2024-03-01,15,21.4,19
U0020815,C00208,2024-04-01,11,31.7,12
U0020816,C00208,2024-05-01,21,30.7,16
U0020817,C00208,2024-06-01,15,22.7,14
U0020818,C00208,2024-07-01,19,34.8,12
U0020819,C00208,2024-08-01,21,25.7,14
U0020820,C00208,2024-09-01,16,26.1,13
U0020821,C00208,2024-10-01,23,20.3,13
U0020822,C00208,2024-11-01,19,20.3,13
U0020823,C00208,2024-12-01,23,22.9,15
U0020824,C00208,2025-01-01,15,27.4,11
U0020825,C00208,2025-02-01,18,20.7,16
U0020826,C00208,2025-03-01,24,33.9,15
U0020827,C00208,2025-04-01,14,22.5,15
U0020828,C00208,2025-05-01,19,28.6,15
U0020829,C00208,2025-06-01,14,22.9,12
U0020830,C00208,2025-07-01,15,30.6,14
U0020831,C00208,2025-08-01,19,32.5,18
U0020900,C00209,2023-01-01,27,40.2,17
U0020901,C00209,2023-02-01,19,24.1,20
U0020902,C00209,2023-03-01,22,32.3,17
U0020903,C00209,2023-04-01,24,35.1,16
U0020904,C00209,2023-05-01,25,27.8,17
U0020905,C00209,2023-06-01,23,37.7,17
U0020906,C00209,2023-07-01,23,43.1,18
U0020907,C00209,2023-08-01,18,37.5,18
U0020908,C00209,2023-09-01,22,26.6,18
U0020909,C00209,2023-10-01,16,43.5,16
U0020910,C00209,2023-11-01,17,27.8,18
U0020911,C00209,2023-12-01,14,23.9,14
U0020912,C00209,2024-01-01,20,25.0,18
U0020913,C00209,2024-02-01,19,43.7,15
U0020914,C00209,2024-03-01,25,25.7,19
U0020915,C00209,2024-04-01,21,31.8,13
U0020916,C00209,2024-05-01,26,33.7,17
U0020917,C00209,2024-06-01,23,36.1,19
U0020918,C00209,2024-07-01,18,35.4,18
U0020919,C00209,2024-08-01,24,42.3,13
U0020920,C00209,2024-09-01,20,41.8,15
U0020921,C00209,2024-10-01,22,35.1,17
U0020922,C00209,2024-11-01,21,24.1,16
U0020923,C00209,2024-12-01,10,27.0,16
U0020924,C00209,2025-01-01,15,39.0,18
U0020925,C00209,2025-02-01,26,30.1,17
U0020926,C00209,2025-03-01,18,37.3,18
U0020927,C00209,2025-04-01,19,32.4,17
U0020928,C00209,2025-05-01,20,36.0,15
U0020929,C00209,2025-06-01,15,29.4,16
U0020930,C00209,2025-07-01,14,37.6,18
U0020931,C00209,2025-08-01,16,34.8,13
U0021000,C00210,2023-01-01,18,28.3,15
U0021001,C00210,2023-02-01,21,21.6,12
U0021002,C00210,2023-03-01,15,33.1,17
U0021003,C00210,2023-04-01,17,24.3,15
U0021004,C00210,2023-05-01,15,30.3,12
U0021005,C00210,2023-06-01,18,21.3,15
U0021006,C00210,2023-07-01,17,31.1,12
U0021007,C00210,2023-08-01,12,27.7,14
U0021008,C00210,2023-09-01,13,21.0,14
U0021009,C00210,2023-10-01,16,27.0,11
U0021010,C00210,2023-11-01,14,31.7,13
U0021011,C00210,2023-12-01,14,33.7,17
U0021012,C00210,2024-01-01,13,21.3,12
U0021013,C00210,2024-02-01,12,23.6,17
U0021014,C00210,2024-03-01,25,30.8,11
U0021015,C00210,2024-04-01,12,26.8,13
U0021016,C00210,2024-05-01,19,32.6,13
U0021017,C00210,2024-06-01,10,19.1,13
U0021018,C00210,2024-07-01,22,22.2,16
U0021019,C00210,2024-08-01,13,22.6,13
U0021020,C00210,2024-09-01,22,24.0,13
U0021021,C00210,2024-10-01,11,34.1,11
U0021022,C00210,2024-11-01,16,26.9,15
U0021023,C00210,2024-12-01,17,28.3,14
U0021024,C00210,2025-01-01,11,23.8,13
U0021025,C00210,2025-02-01,15,21.2,10
U0021026,C00210,2025-03-01,11,23.3,10
U0021027,C00210,2025-04-01,15,23.3,13
U0021028,C00210,2025-05-01,23,26.0,12
U0021029,C00210,2025-06-01,23,20.5,11
U0021030,C00210,2025-07-01,12,22.7,12
U0021031,C00210,2025-08-01,22,19.2,11
U0021100,C00211,2023-01-01,24,33.4,17
U0021101,C00211,2023-02-01,15,35.1,19
U0021102,C00211,2023-03-01,16,31.0,16
U0021103,C00211,2023-04-01,19,43.4,18
U0021104,C00211,2023-05-01,25,38.4,16
U0021105,C00211,2023-06-01,25,45.6,17
U0021106,C00211,2023-07-01,31,38.4,15
U0021107,C00211,2023-08-01,16,33.3,17
U0021108,C00211,2023-09-01,23,33.9,21
U0021109,C00211,2023-10-01,22,45.1,13
U0021110,C00211,2023-11-01,19,43.0,16
U0021111,C00211,2023-12-01,21,37.1,21
U0021112,C00211,2024-01-01,22,25.4,15
U0021113,C00211,2024-02-01,23,45.6,17
U0021114,C00211,2024-03-01,24,39.5,18
U0021115,C00211,2024-04-01,28,32.0,20
U0021116,C00211,2024-05-01,28,25.6,19
U0021117,C00211,2024-06-01,22,32.7,17
U0021118,C00211,2024-07-01,23,36.0,17
U0021119,C00211,2024-08-01,27,38.6,20
U0021120,C00211,2024-09-01,27,32.5,20
U0021121,C00211,2024-10-01,23,41.5,19
U0021122,C00211,2024-11-01,17,39.7,21
U0021123,C00211,2024-12-01,25,45.4,16
U0021124,C00211,2025-01-01,27,43.7,19
U0021125,C00211,2025-02-01,25,43.7,18
U0021126,C00211,2025-03-01,19,26.9,18
U0021127,C00211,2025-04-01,25,39.1,14
U0021128,C00211,2025-05-01,21,30.8,23
U0021129,C00211,2025-06-01,23,27.1,16
U0021130,C00211,2025-07-01,24,27.3,19
U0021131,C00211,2025-08-01,21,30.3,17
U0021200,C00212,2023-01-01,13,25.6,16
U0021201,C00212,2023-02-01,14,34.6,13
U0021202,C00212,2023-03-01,14,20.5,14
U0021203,C00212,2023-04-01,13,37.0,13
U0021204,C00212,2023-05-01,20,36.5,12
U0021205,C00212,2023-06-01,11,28.4,13
U0021206,C00212,2023-07-01,20,30.2,16
U0021207,C00212,2023-08-01,20,31.1,15
U0021208,C00212,2023-09-01,11,25.3,14
U0021209,C00212,2023-10-01,19,30.2,13
U0021210,C00212,2023-11-01,17,34.0,13
U0021211,C00212,2023-12-01,19,31.2,16
U0021212,C00212,2024-01-01,27,29.5,14
U0021213,C00212,2024-02-01,17,24.3,11
U0021214,C00212,2024-03-01,10,35.3,14
U0021215,C00212,2024-04-01,13,32.9,13
U0021216,C00212,2024-05-01,17,31.2,14
U0021217,C00212,2024-06-01,24,25.4,16
U0021218,C00212,2024-07-01,20,22.3,15
U0021219,C00212,2024-08-01,16,31.7,11
U0021220,C00212,2024-09-01,14,31.8,13
U0021221,C00212,2024-10-01,13,29.0,14
U0021222,C00212,2024-11-01,23,23.0,16
U0021223,C00212,2024-12-01,17,29.1,10
U0021224,C00212,2025-01-01,22,25.1,12
U0021225,C00212,2025-02-01,14,27.6,15
U0021226,C00212,2025-03-01,24,36.5,13
U0021227,C00212,2025-04-01,16,29.7,12
U0021228,C00212,2025-05-01,26,23.4,15
U0021229,C00212,2025-06-01,19,34.6,9
U0021230,C00212,2025-07-01,18,27.7,19
U0021231,C00212,2025-08-01,18,34.3,13
U0021300,C00213,2023-01-01,6,22.7,12
U0021301,C00213,2023-02-01,12,16.1,9
U0021302,C00213,2023-03-01,16,21.6,12
U0021303,C00213,2023-04-01,17,25.2,12
U0021304,C00213,2023-05-01,4,27.8,15
U0021305,C00213,2023-06-01,13,15.8,7
U0021306,C00213,2023-07-01,18,19.4,13
U0021307,C00213,2023-08-01,11,24.1,13
U0021308,C00213,2023-09-01,15,20.0,9
U0021309,C00213,2023-10-01,12,24.5,8
U0021310,C00213,2023-11-01,16,20.3,14
U0021311,C00213,2023-12-01,18,21.3,10
U0021312,C00213,2024-01-01,11,17.9,13
U0021313,C00213,2024-02-01,19,24.8,13
U0021314,C00213,2024-03-01,6,20.2,12
U0021315,C00213,2024-04-01,14,17.4,12
U0021316,C00213,2024-05-01,13,17.4,7
U0021317,C00213,2024-06-01,13,23.7,10
U0021318,C00213,2024-07-01,7,22.0,9
U0021319,C00213,2024-08-01,14,17.1,9
U0021320,C00213,2024-09-01,9,18.2,10
U0021321,C00213,2024-10-01,18,28.1,12
U0021322,C00213,2024-11-01,19,20.6,13
U0021323,C00213,2024-12-01,10,26.3,11
U0021324,C00213,2025-01-01,19,19.0,12
U0021325,C00213,2025-02-01,8,24.6,12
U0021326,C00213,2025-03-01,17,21.5,12
U0021327,C00213,2025-04-01,24,26.7,11
U0021328,C00213,2025-05-01,7,10.8,0
U0021329,C00213,2025-06-01,0,5.8,5
U0021330,C00213,2025-07-01,0,3.1,2
U0021400,C00214,2023-01-01,22,29.3,21
U0021401,C00214,2023-02-01,26,29.5,20
U0021402,C00214,2023-03-01,25,50.6,17
U0021403,C00214,2023-04-01,27,51.8,18
U0021404,C00214,2023-05-01,27,35.6,21
U0021405,C00214,2023-06-01,26,35.8,19
U0021406,C00214,2023-07-01,26,35.7,19
U0021407,C00214,2023-08-01,23,49.5,20
U0021408,C00214,2023-09-01,19,31.4,22
U0021409,C00214,2023-10-01,26,30.9,20
U0021410,C00214,2023-11-01,10,16.0,9
U0021411,C00214,2023-12-01,7,7.9,5
U0021412,C00214,2024-01-01,5,6.7,1
U0021500,C00215,2023-01-01,21,32.7,14
U0021501,C00215,2023-02-01,20,27.5,19
U0021502,C00215,2023-03-01,18,24.5,12
U0021503,C00215,2023-04-01,17,35.8,14
U0021504,C00215,2023-05-01,11,28.2,15
U0021505,C00215,2023-06-01,18,27.1,14
U0021506,C00215,2023-07-01,23,37.5,20
U0021507,C00215,2023-08-01,17,35.7,13
U0021508,C00215,2023-09-01,13,33.3,15
U0021509,C00215,2023-10-01,13,40.3,21
U0021510,C00215,2023-11-01,16,23.2,17
U0021511,C00215,2023-12-01,22,30.5,16
U0021512,C00215,2024-01-01,16,25.1,16
U0021513,C00215,2024-02-01,21,23.6,13
U0021514,C00215,2024-03-01,17,23.3,14
U0021515,C00215,2024-04-01,20,34.0,15
U0021516,C00215,2024-05-01,17,32.0,15
U0021517,C00215,2024-06-01,21,37.1,12
U0021518,C00215,2024-07-01,14,39.8,14
U0021519,C00215,2024-08-01,23,39.6,15
U0021520,C00215,2024-09-01,10,33.8,18
U0021521,C00215,2024-10-01,22,39.9,17
U0021522,C00215,2024-11-01,29,25.4,13
U0021523,C00215,2024-12-01,20,22.2,16
U0021524,C00215,2025-01-01,15,35.5,13
U0021525,C00215,2025-02-01,17,38.0,16
U0021526,C00215,2025-03-01,12,28.2,16
U0021527,C00215,2025-04-01,19,25.6,17
U0021528,C00215,2025-05-01,22,37.8,15
U0021529,C00215,2025-06-01,20,23.7,17
U0021530,C00215,2025-07-01,14,24.1,14
U0021531,C00215,2025-08-01,22,37.3,21
U0021600,C00216,2023-01-01,24,50.2,18
U0021601,C00216,2023-02-01,25,42.1,22
U0021602,C00216,2023-03-01,29,41.7,20
U0021603,C00216,2023-04-01,23,47.8,21
U0021604,C00216,2023-05-01,21,50.6,18
U0021605,C00216,2023-06-01,18,28.4,20
U0021606,C00216,2023-07-01,19,43.9,18
U0021607,C00216,2023-08-01,24,33.7,20
U0021608,C00216,2023-09-01,29,32.3,19
U0021609,C00216,2023-10-01,22,45.2,25
U0021610,C00216,2023-11-01,25,50.8,17
U0021611,C00216,2023-12-01,22,41.4,18
U0021612,C00216,2024-01-01,24,32.8,21
U0021613,C00216,2024-02-01,29,43.2,18
U0021614,C00216,2024-03-01,23,32.5,16
U0021615,C00216,2024-04-01,24,29.0,18
U0021616,C00216,2024-05-01,27,50.2,15
U0021617,C00216,2024-06-01,21,30.2,17
U0021618,C00216,2024-07-01,26,37.6,18
U0021619,C00216,2024-08-01,20,49.5,17
U0021620,C00216,2024-09-01,22,30.6,17
U0021621,C00216,2024-10-01,26,48.4,23
U0021622,C00216,2024-11-01,20,49.2,21
U0021623,C00216,2024-12-01,31,32.6,19
U0021624,C00216,2025-01-01,24,39.4,19
U0021625,C00216,2025-02-01,23,47.3,21
U0021626,C00216,2025-03-01,21,34.4,21
U0021627,C00216,2025-04-01,22,50.2,19
U0021628,C00216,2025-05-01,23,48.9,20
U0021629,C00216,2025-06-01,24,43.4,23
U0021630,C00216,2025-07-01,22,36.0,21
U0021631,C00216,2025-08-01,27,46.8,20
U0021700,C00217,2023-01-01,25,40.5,16
U0021701,C00217,2023-02-01,15,37.9,16
U0021702,C00217,2023-03-01,19,29.8,15
U0021703,C00217,2023-04-01,25,28.4,16
U0021704,C00217,2023-05-01,23,24.7,14
U0021705,C00217,2023-06-01,26,25.0,16
U0021706,C00217,2023-07-01,26,39.7,15
U0021707,C00217,2023-08-01,24,30.1,16
U0021708,C00217,2023-09-01,21,30.6,16
U0021709,C00217,2023-10-01,20,28.0,15
U0021710,C00217,2023-11-01,20,44.5,16
U0021711,C00217,2023-12-01,25,38.4,19
U0021712,C00217,2024-01-01,18,34.3,15
U0021713,C00217,2024-02-01,21,26.5,15
U0021714,C00217,2024-03-01,19,41.3,18
U0021715,C00217,2024-04-01,25,24.9,21
U0021716,C00217,2024-05-01,14,36.9,15
U0021717,C00217,2024-06-01,20,24.6,18
U0021718,C00217,2024-07-01,19,25.8,15
U0021719,C00217,2024-08-01,17,39.3,17
U0021720,C00217,2024-09-01,23,29.8,14
U0021721,C00217,2024-10-01,28,40.9,19
U0021722,C00217,2024-11-01,19,31.3,19
U0021723,C00217,2024-12-01,22,29.5,18
U0021724,C00217,2025-01-01,25,33.6,16
U0021725,C00217,2025-02-01,21,33.2,18
U0021726,C00217,2025-03-01,25,32.2,15
U0021727,C00217,2025-04-01,18,33.6,17
U0021728,C00217,2025-05-01,23,44.1,15
U0021729,C00217,2025-06-01,21,28.1,14
U0021730,C00217,2025-07-01,17,24.5,18
U0021731,C00217,2025-08-01,15,38.9,16
U0021800,C00218,2023-01-01,24,44.1,19
U0021801,C00218,2023-02-01,31,40.8,20
U0021802,C00218,2023-03-01,25,41.3,21
U0021803,C00218,2023-04-01,17,30.9,17
U0021804,C00218,2023-05-01,30,39.8,18
U0021805,C00218,2023-06-01,25,47.1,23
U0021806,C00218,2023-07-01,18,40.3,20
U0021807,C00218,2023-08-01,26,41.5,18
U0021808,C00218,2023-09-01,22,47.5,17
U0021809,C00218,2023-10-01,23,44.0,20
U0021810,C00218,2023-11-01,26,39.7,16
U0021811,C00218,2023-12-01,24,39.5,18
U0021812,C00218,2024-01-01,25,43.6,20
U0021813,C00218,2024-02-01,20,51.2,19
U0021814,C00218,2024-03-01,27,48.9,19
U0021815,C00218,2024-04-01,29,42.4,20
U0021816,C00218,2024-05-01,19,39.4,22
U0021817,C00218,2024-06-01,18,49.0,19
U0021818,C00218,2024-07-01,20,28.4,17
U0021819,C00218,2024-08-01,28,48.5,20
U0021820,C00218,2024-09-01,28,45.8,16
U0021821,C00218,2024-10-01,21,34.7,20
U0021822,C00218,2024-11-01,24,46.9,18
U0021823,C00218,2024-12-01,29,51.0,22
U0021824,C00218,2025-01-01,22,29.3,17
U0021825,C00218,2025-02-01,31,49.8,18
U0021826,C00218,2025-03-01,29,46.6,17
U0021827,C00218,2025-04-01,20,35.4,20
U0021828,C00218,2025-05-01,22,50.3,18
U0021829,C00218,2025-06-01,26,29.9,22
U0021830,C00218,2025-07-01,24,37.1,19
U0021831,C00218,2025-08-01,27,43.4,20
U0021900,C00219,2023-01-01,26,38.2,19
U0021901,C00219,2023-02-01,21,43.1,17
U0021902,C00219,2023-03-01,22,42.0,19
U0021903,C00219,2023-04-01,22,39.0,21
U0021904,C00219,2023-05-01,28,25.8,16
U0021905,C00219,2023-06-01,22,34.9,21
U0021906,C00219,2023-07-01,23,47.5,17
U0021907,C00219,2023-08-01,20,32.2,18
U0021908,C00219,2023-09-01,29,42.1,17
U0021909,C00219,2023-10-01,26,29.3,22
U0021910,C00219,2023-11-01,21,38.6,16
U0021911,C00219,2023-12-01,29,45.6,16
U0021912,C00219,2024-01-01,25,26.6,20
U0021913,C00219,2024-02-01,23,44.6,17
U0021914,C00219,2024-03-01,25,44.6,16
U0021915,C00219,2024-04-01,28,37.0,18
U0021916,C00219,2024-05-01,28,44.9,20
U0021917,C00219,2024-06-01,30,39.9,16
U0021918,C00219,2024-07-01,17,32.6,17
U0021919,C00219,2024-08-01,29,45.1,17
U0021920,C00219,2024-09-01,23,39.0,16
U0021921,C00219,2024-10-01,25,46.2,19
U0021922,C00219,2024-11-01,15,48.0,19
U0021923,C00219,2024-12-01,32,32.5,18
U0021924,C00219,2025-01-01,22,43.9,15
U0021925,C00219,2025-02-01,26,39.8,20
U0021926,C00219,2025-03-01,21,36.8,16
U0021927,C00219,2025-04-01,17,39.3,13
U0021928,C00219,2025-05-01,31,28.6,18
U0021929,C00219,2025-06-01,17,39.5,20
U0021930,C00219,2025-07-01,26,44.5,19
U0021931,C00219,2025-08-01,28,43.6,17
U0022000,C00220,2023-01-01,17,19.2,10
U0022001,C00220,2023-02-01,18,25.1,7
U0022002,C00220,2023-03-01,14,20.6,12
U0022003,C00220,2023-04-01,12,20.7,11
U0022004,C00220,2023-05-01,19,26.6,11
U0022005,C00220,2023-06-01,11,18.8,10
U0022006,C00220,2023-07-01,9,27.8,11
U0022007,C00220,2023-08-01,10,19.2,8
U0022008,C00220,2023-09-01,14,16.6,9
U0022009,C00220,2023-10-01,9,25.8,10
U0022010,C00220,2023-11-01,10,21.2,10
U0022011,C00220,2023-12-01,14,23.0,9
U0022012,C00220,2024-01-01,11,22.4,10
U0022013,C00220,2024-02-01,17,27.4,9
U0022014,C00220,2024-03-01,14,16.9,13
U0022015,C00220,2024-04-01,10,17.8,13
U0022016,C00220,2024-05-01,17,24.0,9
U0022017,C00220,2024-06-01,14,23.0,12
U0022018,C00220,2024-07-01,9,20.7,13
U0022019,C00220,2024-08-01,6,25.6,10
U0022020,C00220,2024-09-01,14,18.3,6
U0022021,C00220,2024-10-01,8,23.3,9
U0022022,C00220,2024-11-01,5,16.9,9
U0022023,C00220,2024-12-01,8,19.8,11
U0022024,C00220,2025-01-01,15,25.5,14
U0022025,C00220,2025-02-01,10,26.6,10
U0022026,C00220,2025-03-01,15,23.2,9
U0022027,C00220,2025-04-01,10,27.9,10
U0022028,C00220,2025-05-01,17,26.9,9
U0022029,C00220,2025-06-01,13,26.2,11
U0022030,C00220,2025-07-01,14,20.8,9
U0022031,C00220,2025-08-01,10,26.5,11
U0022100,C00221,2023-01-01,23,51.9,23
U0022101,C00221,2023-02-01,25,30.5,20
U0022102,C00221,2023-03-01,21,34.8,23
U0022103,C00221,2023-04-01,17,36.9,21
U0022104,C00221,2023-05-01,22,43.1,20
U0022105,C00221,2023-06-01,23,32.6,22
U0022106,C00221,2023-07-01,32,36.4,20
U0022107,C00221,2023-08-01,19,46.2,17
U0022108,C00221,2023-09-01,19,34.4,17
U0022109,C00221,2023-10-01,26,51.5,22
U0022110,C00221,2023-11-01,22,42.8,20
U0022111,C00221,2023-12-01,19,43.8,20
U0022112,C00221,2024-01-01,30,47.6,18
U0022113,C00221,2024-02-01,21,37.5,20
U0022114,C00221,2024-03-01,28,30.7,20
U0022115,C00221,2024-04-01,20,42.4,21
U0022116,C00221,2024-05-01,17,42.0,19
U0022117,C00221,2024-06-01,26,32.1,22
U0022118,C00221,2024-07-01,24,45.1,20
U0022119,C00221,2024-08-01,19,29.7,20
U0022120,C00221,2024-09-01,22,45.7,20
U0022121,C00221,2024-10-01,20,37.2,19
U0022122,C00221,2024-11-01,21,52.0,21
U0022123,C00221,2024-12-01,21,38.3,15
U0022124,C00221,2025-01-01,19,35.4,19
U0022125,C00221,2025-02-01,30,30.6,21
U0022126,C00221,2025-03-01,21,48.5,16
U0022127,C00221,2025-04-01,21,37.4,21
U0022128,C00221,2025-05-01,28,37.0,22
U0022129,C00221,2025-06-01,29,37.7,22
U0022130,C00221,2025-07-01,26,43.1,21
U0022131,C00221,2025-08-01,35,38.1,18
U0022200,C00222,2023-01-01,19,27.5,16
U0022201,C00222,2023-02-01,19,26.9,13
U0022202,C00222,2023-03-01,14,20.3,12
U0022203,C00222,2023-04-01,21,31.1,17
U0022204,C00222,2023-05-01,23,33.7,12
U0022205,C00222,2023-06-01,21,24.3,16
U0022206,C00222,2023-07-01,17,21.5,12
U0022207,C00222,2023-08-01,12,30.0,18
U0022208,C00222,2023-09-01,21,24.0,9
U0022209,C00222,2023-10-01,16,20.1,11
U0022210,C00222,2023-11-01,18,20.0,8
U0022211,C00222,2023-12-01,20,31.3,12
U0022212,C00222,2024-01-01,19,20.8,17
U0022213,C00222,2024-02-01,15,30.4,16
U0022214,C00222,2024-03-01,18,23.2,14
U0022215,C00222,2024-04-01,15,29.9,15
U0022216,C00222,2024-05-01,15,35.8,11
U0022217,C00222,2024-06-01,18,35.7,16
U0022218,C00222,2024-07-01,16,19.9,12
U0022219,C00222,2024-08-01,20,29.6,11
U0022220,C00222,2024-09-01,18,33.2,13
U0022221,C00222,2024-10-01,13,25.2,11
U0022222,C00222,2024-11-01,15,32.0,11
U0022223,C00222,2024-12-01,22,32.1,15
U0022224,C00222,2025-01-01,16,23.5,14
U0022225,C00222,2025-02-01,13,31.6,13
U0022226,C00222,2025-03-01,17,33.3,15
U0022227,C00222,2025-04-01,16,20.3,15
U0022228,C00222,2025-05-01,11,29.9,10
U0022229,C00222,2025-06-01,16,24.6,12
U0022230,C00222,2025-07-01,19,32.4,15
U0022231,C00222,2025-08-01,19,26.0,17
U0022300,C00223,2023-01-01,21,30.0,10
U0022301,C00223,2023-02-01,17,23.0,17
U0022302,C00223,2023-03-01,12,30.2,11
U0022303,C00223,2023-04-01,23,34.8,14
U0022304,C00223,2023-05-01,14,31.5,13
U0022305,C00223,2023-06-01,18,31.9,15
U0022306,C00223,2023-07-01,18,33.3,14
U0022307,C00223,2023-08-01,17,36.2,13
U0022308,C00223,2023-09-01,17,23.3,13
U0022309,C00223,2023-10-01,13,21.9,13
U0022310,C00223,2023-11-01,13,36.2,12
U0022311,C00223,2023-12-01,19,21.6,13
U0022312,C00223,2024-01-01,13,31.4,13
U0022313,C00223,2024-02-01,16,29.3,13
U0022314,C00223,2024-03-01,18,25.1,15
U0022315,C00223,2024-04-01,26,35.1,12
U0022316,C00223,2024-05-01,20,25.7,11
U0022317,C00223,2024-06-01,14,35.7,15
U0022318,C00223,2024-07-01,18,23.7,14
U0022319,C00223,2024-08-01,18,22.3,16
U0022320,C00223,2024-09-01,17,20.3,16
U0022321,C00223,2024-10-01,16,32.2,15
U0022322,C00223,2024-11-01,17,31.7,12
U0022323,C00223,2024-12-01,23,29.0,17
U0022324,C00223,2025-01-01,9,30.7,11
U0022325,C00223,2025-02-01,21,34.4,17
U0022326,C00223,2025-03-01,12,25.5,12
U0022327,C00223,2025-04-01,16,26.0,12
U0022328,C00223,2025-05-01,15,26.3,14
U0022329,C00223,2025-06-01,17,19.9,12
U0022330,C00223,2025-07-01,11,24.5,9
U0022331,C00223,2025-08-01,17,28.3,13
U0022400,C00224,2023-01-01,14,29.1,13
U0022401,C00224,2023-02-01,16,23.2,15
U0022402,C00224,2023-03-01,24,32.1,15
U0022403,C00224,2023-04-01,20,24.8,12
U0022404,C00224,2023-05-01,23,27.6,16
U0022405,C00224,2023-06-01,19,28.4,15
U0022406,C00224,2023-07-01,18,30.5,17
U0022407,C00224,2023-08-01,13,33.5,14
U0022408,C00224,2023-09-01,18,28.5,12
U0022409,C00224,2023-10-01,16,33.3,12
U0022410,C00224,2023-11-01,23,30.4,11
U0022411,C00224,2023-12-01,15,32.1,15
U0022412,C00224,2024-01-01,17,32.9,14
U0022413,C00224,2024-02-01,15,11.2,6
U0022414,C00224,2024-03-01,1,6.6,5
U0022415,C00224,2024-04-01,0,4.2,2
U0022500,C00225,2023-01-01,17,35.1,16
U0022501,C00225,2023-02-01,19,36.5,17
U0022502,C00225,2023-03-01,20,30.4,18
U0022503,C00225,2023-04-01,23,39.6,13
U0022504,C00225,2023-05-01,24,40.5,14
U0022505,C00225,2023-06-01,24,34.6,18
U0022506,C00225,2023-07-01,21,36.9,18
U0022507,C00225,2023-08-01,23,27.0,15
U0022508,C00225,2023-09-01,23,27.1,17
U0022509,C00225,2023-10-01,17,38.3,14
U0022510,C00225,2023-11-01,23,31.2,13
U0022511,C00225,2023-12-01,8,10.6,5
U0022512,C00225,2024-01-01,8,7.7,3
U0022513,C00225,2024-02-01,0,4.5,2
U0022600,C00226,2023-01-01,17,31.4,13
U0022601,C00226,2023-02-01,19,31.6,12
U0022602,C00226,2023-03-01,21,28.9,10
U0022603,C00226,2023-04-01,14,28.1,16
U0022604,C00226,2023-05-01,19,30.2,15
U0022605,C00226,2023-06-01,18,22.4,9
U0022606,C00226,2023-07-01,20,28.2,18
U0022607,C00226,2023-08-01,22,21.5,12
U0022608,C00226,2023-09-01,17,34.2,10
U0022609,C00226,2023-10-01,18,21.9,11
U0022610,C00226,2023-11-01,19,21.8,12
U0022611,C00226,2023-12-01,27,29.9,11
U0022612,C00226,2024-01-01,13,33.1,14
U0022613,C00226,2024-02-01,21,22.6,14
U0022614,C00226,2024-03-01,23,20.5,13
U0022615,C00226,2024-04-01,21,31.2,15
U0022616,C00226,2024-05-01,21,29.5,12
U0022617,C00226,2024-06-01,23,25.0,16
U0022618,C00226,2024-07-01,14,24.8,18
U0022619,C00226,2024-08-01,14,30.5,15
U0022620,C00226,2024-09-01,23,27.2,12
U0022621,C00226,2024-10-01,23,29.4,18
U0022622,C00226,2024-11-01,18,22.1,16
